MATCH_EVENT_ID,TEAM_NAME,GAME_SEASON,DATE_OF_GAME,IS_KNOCKOUT_MATCH,HOME_OR_AWAY,LAT_LONG,LOCATION_X,LOCATION_Y,SHOT_DISTANCE,AREA_OF_SHOT,RANGE_OF_SHOT,SHOT_TYPE,SHOT_POWER,SHOT_BASICS,REMAINING_MINUTES,REMAINING_SECONDS,TOTAL_SECONDS_REMAINING,IS_GOAL
92.0,Manchester United,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",-133.0,238.0,47,Left Side Center(LC),24+ ft.,shot - 3,1,Penalty Spot,1,42,102,1
108.0,Manchester United,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",133.0,232.0,46,Right Side Center(RC),24+ ft.,shot - 3,1,Penalty Spot,0,13,13,0
185.0,Unknown,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",-21.0,26.0,23,Center(C),Less Than 8 ft.,shot - 46,2,Goal Area,6,28,388,0
236.0,Manchester United,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",-207.0,145.0,45,Left Side Center(LC),24+ ft.,shot - 15,2,Penalty Spot,1,46,106,0
257.0,Manchester United,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",102.0,164.0,39,Right Side Center(RC),16-24 ft.,shot - 3,3,Mid Range,11,40,700,0
376.0,Manchester United,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",15.0,17.0,22,Center(C),Less Than 8 ft.,shot - 55,4,Goal Area,9,58,598,0
378.0,Manchester United,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",51.0,253.0,45,Unknown,24+ ft.,shot - 36,4,Penalty Spot,9,41,581,0
396.0,Manchester United,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",-171.0,8.0,37,Left Side(L),16-24 ft.,shot - 3,4,Mid Range,8,58,538,0
398.0,Manchester United,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",-44.0,33.0,25,Unknown,Less Than 8 ft.,shot - 5,4,Goal Line,8,47,527,0
420.0,Manchester United,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",-11.0,12.0,21,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,6,35,395,1
422.0,Manchester United,2006-07,2007-02-25,0,MANU @ GSW,"37.754130, -122.437947",-172.0,215.0,47,Left Side Center(LC),24+ ft.,shot - 3,4,Penalty Spot,6,11,371,0
,Manchester United,2006-07,2007-02-26,0,MANU @ UTA,"40.774891, -111.930790",167.0,115.0,40,Right Side(R),16-24 ft.,shot - 3,2,Mid Range,10,26,626,0
247.0,Manchester United,2006-07,2007-02-26,0,MANU @ UTA,"40.774891, -111.930790",117.0,181.0,41,Right Side Center(RC),16-24 ft.,shot - 1,2,Mid Range,0,26,26,1
412.0,Manchester United,2006-07,2007-02-26,0,MANU @ UTA,"40.774891, -111.930790",179.0,219.0,48,Right Side Center(RC),24+ ft.,shot - 36,4,Penalty Spot,5,23,323,0
12.0,Manchester United,2006-07,2007-03-02,0,MANU vs. SAC,"42.982923, -71.446094",-151.0,56.0,36,Left Side(L),16-24 ft.,shot - 3,1,Mid Range,9,52,592,1
54.0,Manchester United,2006-07,2007-03-02,0,MANU vs. SAC,"42.982923, -71.446094",0.0,49.0,24,Center(C),Less Than 8 ft.,shot - 3,1,Goal Line,4,19,259,1
71.0,Manchester United,2006-07,2007-03-02,0,MANU vs. SAC,"42.982923, -71.446094",135.0,130.0,38,Right Side Center(RC),16-24 ft.,shot - 3,1,Mid Range,2,58,178,1
189.0,Manchester United,2006-07,2007-03-02,0,MANU vs. SAC,"42.982923, -71.446094",-143.0,141.0,40,Left Side Center(LC),16-24 ft.,shot - 29,2,Mid Range,3,18,198,0
,Manchester United,2006-07,2007-03-02,0,Unknown,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 46,3,Goal Area,10,13,613,1
251.0,Manchester United,2006-07,2007-03-02,0,MANU vs. SAC,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,3,Goal Area,9,57,597,0
257.0,Manchester United,2006-07,2007-03-02,0,MANU vs. SAC,"42.982923, -71.446094",-181.0,12.0,38,Left Side(L),16-24 ft.,shot - 15,3,Mid Range,9,20,560,0
320.0,Manchester United,2006-07,2007-03-02,0,MANU vs. SAC,"42.982923, -71.446094",-48.0,18.0,25,Center(C),Less Than 8 ft.,shot - 1,3,Goal Line,0,30,30,0
324.0,Manchester United,2006-07,2007-03-02,0,MANU vs. SAC,"42.982923, -71.446094",-233.0,-13.0,43,Left Side(L),24+ ft.,shot - 14,3,Left Corner,0,25,25,0
401.0,Manchester United,2006-07,2007-03-02,0,MANU vs. SAC,"42.982923, -71.446094",-126.0,128.0,37,Left Side Center(LC),16-24 ft.,shot - 3,4,Mid Range,5,37,337,1
448.0,Manchester United,2006-07,2007-03-02,0,MANU vs. SAC,"42.982923, -71.446094",-186.0,184.0,46,Left Side Center(LC),24+ ft.,shot - 3,4,Penalty Spot,1,11,71,0
13.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",-82.0,141.0,36,Left Side Center(LC),16-24 ft.,shot - 3,1,Mid Range,10,23,623,1
65.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",95.0,42.0,30,Right Side(R),8-16 ft.,shot - 3,1,Mid Range,4,11,251,0
177.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",-181.0,171.0,44,Left Side Center(LC),24+ ft.,shot - 26,2,Penalty Spot,5,29,329,1
210.0,Manchester United,2006-07,2007-03-04,0,Unknown,"33.552026, -112.071667",47.0,219.0,42,Center(C),16-24 ft.,shot - 3,2,Mid Range,1,34,94,0
259.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",-154.0,109.0,38,Left Side(L),16-24 ft.,shot - 44,3,Mid Range,8,48,528,0
272.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",159.0,130.0,40,Right Side Center(RC),16-24 ft.,shot - 3,3,Mid Range,6,24,384,0
338.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,3,Goal Area,0,59,59,0
339.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",59.0,40.0,27,Center(C),Less Than 8 ft.,shot - 3,3,Goal Line,0,57,57,1
342.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",169.0,117.0,40,Right Side(R),16-24 ft.,shot - 41,3,Mid Range,0,20,20,1
356.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",-118.0,91.0,34,Left Side(L),8-16 ft.,shot - 15,4,Mid Range,10,22,622,0
367.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",0.0,0.0,20,Unknown,Less Than 8 ft.,shot - 4,4,Goal Area,8,47,527,1
406.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,4,22,262,0
427.0,Manchester United,2006-07,2007-03-04,0,MANU @ PHX,"33.552026, -112.071667",105.0,63.0,32,Right Side(R),8-16 ft.,shot - 3,4,Mid Range,2,4,124,0
33.0,Manchester United,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,1,Goal Area,7,36,456,1
97.0,Unknown,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",105.0,110.0,35,Right Side(R),8-16 ft.,shot - 36,1,Mid Range,1,57,117,0
169.0,Manchester United,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,6,55,415,1
180.0,Manchester United,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",-38.0,49.0,26,Center(C),Less Than 8 ft.,shot - 30,2,Goal Line,5,25,325,0
223.0,Manchester United,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",-156.0,158.0,42,Left Side Center(LC),16-24 ft.,shot - 3,2,Mid Range,2,4,124,0
228.0,Manchester United,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",67.0,91.0,31,Right Side(R),8-16 ft.,shot - 15,2,Goal Line,1,10,70,1
248.0,Manchester United,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",235.0,31.0,43,Right Side(R),24+ ft.,shot - 3,3,Right Corner,10,36,636,1
,Manchester United,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",204.0,20.0,40,Right Side(R),16-24 ft.,shot - 3,3,Mid Range,6,40,400,0
308.0,Manchester United,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",-16.0,207.0,40,Center(C),16-24 ft.,shot - 34,3,Mid Range,3,6,186,0
437.0,Manchester United,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",64.0,179.0,39,Unknown,16-24 ft.,shot - 38,4,Mid Range,1,56,116,1
520.0,Manchester United,2006-07,2007-03-06,0,MANU @ MIN,"46.667324, -94.419250",149.0,215.0,46,Right Side Center(RC),24+ ft.,shot - 3,5,Penalty Spot,0,43,43,1
,Manchester United,2006-07,2007-03-09,0,MANU @ PHI,"39.993941, -75.143458",115.0,173.0,40,Right Side Center(RC),16-24 ft.,shot - 8,1,Unknown,9,41,581,0
83.0,Manchester United,2006-07,2007-03-09,0,MANU @ PHI,"39.993941, -75.143458",225.0,-1.0,42,Right Side(R),24+ ft.,shot - 3,1,Right Corner,1,49,109,1
190.0,Manchester United,2006-07,2007-03-09,0,MANU @ PHI,"39.993941, -75.143458",-6.0,84.0,28,Center(C),8-16 ft.,shot - 51,2,Goal Line,2,39,159,0
258.0,Manchester United,2006-07,2007-03-09,0,MANU @ PHI,"39.993941, -75.143458",-57.0,273.0,47,Center(C),24+ ft.,shot - 36,3,Penalty Spot,8,7,487,0
279.0,Manchester United,2006-07,2007-03-09,0,MANU @ PHI,"39.993941, -75.143458",80.0,0.0,28,Center(C),Unknown,shot - 42,3,Goal Line,5,21,321,0
305.0,Manchester United,2006-07,2007-03-09,0,MANU @ PHI,"39.993941, -75.143458",102.0,112.0,35,Right Side(R),8-16 ft.,shot - 3,3,Mid Range,2,33,153,0
352.0,Manchester United,2006-07,2007-03-09,0,MANU @ PHI,"39.993941, -75.143458",128.0,110.0,36,Right Side Center(RC),16-24 ft.,shot - 51,4,Mid Range,9,12,552,0
423.0,Manchester United,2006-07,2007-03-09,0,MANU @ PHI,"39.993941, -75.143458",77.0,235.0,44,Right Side Center(RC),24+ ft.,shot - 17,4,Penalty Spot,2,39,159,0
432.0,Manchester United,2006-07,2007-03-09,0,MANU @ PHI,"39.993941, -75.143458",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,2,2,122,0
440.0,Manchester United,2006-07,2007-03-09,0,MANU @ PHI,"39.993941, -75.143458",34.0,145.0,34,Center(C),8-16 ft.,shot - 44,4,Mid Range,0,54,54,1
,Manchester United,2006-07,2007-03-11,0,MANU vs. DAL,"42.982923, -71.446094",105.0,150.0,38,Right Side Center(RC),16-24 ft.,shot - 3,1,Mid Range,10,14,614,0
105.0,Unknown,2006-07,2007-03-11,0,MANU vs. DAL,"42.982923, -71.446094",107.0,137.0,37,Right Side Center(RC),16-24 ft.,shot - 3,1,Mid Range,2,59,179,0
,Manchester United,2006-07,2007-03-11,0,MANU vs. DAL,"42.982923, -71.446094",149.0,222.0,46,Right Side Center(RC),24+ ft.,shot - 39,1,Penalty Spot,0,44,44,0
122.0,Manchester United,2006-07,2007-03-11,0,MANU vs. DAL,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,1,Goal Area,0,26,26,0
185.0,Manchester United,2006-07,2007-03-11,0,MANU vs. DAL,"42.982923, -71.446094",-16.0,209.0,40,Center(C),16-24 ft.,shot - 41,2,Mid Range,8,31,511,0
227.0,Manchester United,2006-07,2007-03-11,0,MANU vs. DAL,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,2,Goal Area,3,54,234,0
248.0,Manchester United,2006-07,2007-03-11,0,Unknown,"42.982923, -71.446094",-145.0,117.0,38,Unknown,16-24 ft.,shot - 27,2,Mid Range,2,15,135,0
,Manchester United,2006-07,2007-03-11,0,MANU vs. DAL,"42.982923, -71.446094",-103.0,109.0,34,Left Side(L),8-16 ft.,shot - 38,2,Mid Range,1,29,89,0
433.0,Manchester United,2006-07,2007-03-11,0,MANU vs. DAL,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 49,4,Goal Area,6,4,364,1
8.0,Manchester United,2006-07,2007-03-15,0,MANU @ DEN,"39.739968, -104.954013",169.0,13.0,36,Right Side(R),16-24 ft.,shot - 26,1,Mid Range,11,18,678,1
82.0,Manchester United,2006-07,2007-03-15,0,MANU @ DEN,"39.739968, -104.954013",-125.0,140.0,38,Left Side Center(LC),16-24 ft.,shot - 3,1,Mid Range,2,21,141,1
197.0,Manchester United,2006-07,2007-03-15,0,MANU @ DEN,"39.739968, -104.954013",108.0,133.0,37,Right Side Center(RC),16-24 ft.,shot - 28,2,Mid Range,3,13,193,0
252.0,Manchester United,2006-07,2007-03-15,0,MANU @ DEN,"39.739968, -104.954013",-212.0,189.0,48,Left Side Center(LC),24+ ft.,shot - 3,3,Unknown,10,39,639,0
,Manchester United,2006-07,2007-03-15,0,MANU @ DEN,"39.739968, -104.954013",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 55,3,Goal Area,6,44,404,1
337.0,Manchester United,2006-07,2007-03-15,0,Unknown,"39.739968, -104.954013",66.0,10.0,26,Unknown,Less Than 8 ft.,shot - 44,3,Goal Line,2,38,158,1
357.0,Unknown,2006-07,2007-03-15,0,MANU @ DEN,"39.739968, -104.954013",204.0,135.0,44,Right Side Center(RC),24+ ft.,shot - 3,3,Penalty Spot,0,21,21,0
392.0,Manchester United,2006-07,2007-03-15,0,MANU @ DEN,"39.739968, -104.954013",179.0,-19.0,38,Right Side(R),16-24 ft.,shot - 38,4,Mid Range,8,35,515,0
398.0,Manchester United,2006-07,2007-03-15,0,MANU @ DEN,"39.739968, -104.954013",-3.0,105.0,30,Center(C),Unknown,shot - 3,4,Goal Line,7,40,460,0
11.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",69.0,166.0,37,Right Side Center(RC),Unknown,shot - 28,1,Mid Range,10,13,613,1
38.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",-90.0,171.0,39,Left Side Center(LC),16-24 ft.,shot - 3,1,Mid Range,5,52,352,0
104.0,Manchester United,2006-07,2007-03-16,0,Unknown,"42.982923, -71.446094",84.0,186.0,40,Right Side Center(RC),16-24 ft.,shot - 3,2,Mid Range,11,46,706,0
218.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",-148.0,82.0,36,Left Side(L),16-24 ft.,shot - 3,2,Mid Range,0,56,56,1
222.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",140.0,97.0,37,Right Side(R),16-24 ft.,shot - 1,2,Mid Range,0,32,32,0
248.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,3,Goal Area,10,11,611,0
249.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,3,Goal Area,10,9,609,1
268.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",0.0,66.0,26,Center(C),Unknown,shot - 3,3,Goal Line,8,23,503,1
284.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",100.0,3.0,30,Right Side(R),8-16 ft.,shot - 3,3,Mid Range,6,33,393,0
307.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",41.0,197.0,40,Center(C),16-24 ft.,shot - 42,3,Mid Range,3,34,214,0
,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",149.0,214.0,46,Right Side Center(RC),24+ ft.,shot - 11,3,Penalty Spot,3,13,193,1
326.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",-174.0,212.0,47,Unknown,24+ ft.,shot - 41,3,Penalty Spot,1,19,79,0
382.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",190.0,10.0,39,Right Side(R),16-24 ft.,shot - 2,4,Mid Range,9,3,543,1
403.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",29.0,84.0,28,Center(C),8-16 ft.,shot - 3,4,Goal Line,6,46,406,1
410.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",89.0,171.0,39,Right Side Center(RC),Unknown,shot - 36,4,Mid Range,6,13,373,1
432.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",-171.0,186.0,45,Left Side Center(LC),24+ ft.,shot - 36,4,Penalty Spot,3,33,213,1
456.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",-26.0,68.0,27,Center(C),Less Than 8 ft.,shot - 3,4,Goal Line,1,53,113,0
480.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",-151.0,199.0,44,Left Side Center(LC),24+ ft.,shot - 3,4,Penalty Spot,0,17,17,1
496.0,Manchester United,2006-07,2007-03-16,0,MANU vs. POR,"42.982923, -71.446094",44.0,130.0,33,Center(C),8-16 ft.,shot - 3,5,Goal Line,3,56,236,1
12.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 32,1,Goal Area,9,54,594,1
55.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,1,Goal Area,6,12,372,1
75.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",151.0,128.0,39,Right Side Center(RC),16-24 ft.,shot - 17,1,Mid Range,3,48,228,1
92.0,Manchester United,2006-07,2007-03-18,0,Unknown,"42.982923, -71.446094",-159.0,22.0,36,Left Side(L),16-24 ft.,shot - 38,1,Mid Range,1,43,103,0
146.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",62.0,40.0,27,Center(C),Less Than 8 ft.,shot - 44,2,Goal Line,9,15,555,0
198.0,Unknown,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",-74.0,168.0,38,Unknown,16-24 ft.,shot - 3,2,Mid Range,4,41,281,0
214.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",227.0,-5.0,42,Unknown,24+ ft.,shot - 38,2,Right Corner,2,53,173,1
225.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 46,2,Goal Area,1,37,97,1
241.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",13.0,270.0,47,Center(C),24+ ft.,shot - 3,2,Penalty Spot,0,0,0,0
246.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",0.0,196.0,39,Center(C),16-24 ft.,shot - 15,3,Mid Range,11,40,700,1
267.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",169.0,81.0,38,Right Side(R),16-24 ft.,shot - 3,3,Mid Range,8,12,492,1
300.0,Manchester United,2006-07,2007-03-18,0,Unknown,"42.982923, -71.446094",5.0,171.0,37,Center(C),16-24 ft.,shot - 33,3,Mid Range,4,2,242,0
312.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",197.0,143.0,44,Right Side Center(RC),24+ ft.,shot - 50,3,Penalty Spot,2,43,163,1
334.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",0.0,261.0,46,Center(C),24+ ft.,shot - 36,3,Penalty Spot,0,0,0,1
352.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",3.0,189.0,38,Center(C),16-24 ft.,shot - 3,4,Mid Range,9,46,586,1
,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",-103.0,33.0,30,Left Side(L),8-16 ft.,shot - 3,4,Mid Range,4,48,288,0
422.0,Manchester United,2006-07,2007-03-18,0,MANU vs. MIN,"42.982923, -71.446094",3.0,112.0,31,Center(C),8-16 ft.,shot - 3,4,Goal Line,2,28,148,1
2.0,Manchester United,2006-07,2007-03-22,0,MANU @ MEM,"35.103812, -89.964007",-108.0,120.0,36,Left Side Center(LC),16-24 ft.,shot - 17,1,Mid Range,11,45,705,0
22.0,Manchester United,2006-07,2007-03-22,0,MANU @ MEM,"35.103812, -89.964007",141.0,79.0,36,Right Side(R),16-24 ft.,shot - 3,1,Mid Range,8,58,538,0
,Manchester United,2006-07,2007-03-22,0,MANU @ MEM,"35.103812, -89.964007",75.0,168.0,38,Right Side Center(RC),16-24 ft.,shot - 15,2,Mid Range,5,8,308,0
,Manchester United,2006-07,2007-03-22,0,MANU @ MEM,"35.103812, -89.964007",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,3,Unknown,8,38,518,1
,Manchester United,2006-07,2007-03-22,0,MANU @ MEM,"35.103812, -89.964007",47.0,23.0,25,Center(C),Less Than 8 ft.,shot - 36,3,Goal Line,6,6,366,0
349.0,Manchester United,2006-07,2007-03-22,0,MANU @ MEM,"35.103812, -89.964007",172.0,117.0,40,Right Side(R),16-24 ft.,shot - 3,3,Mid Range,0,5,5,1
356.0,Manchester United,2006-07,2007-03-22,0,MANU @ MEM,"35.103812, -89.964007",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 55,4,Goal Area,11,40,700,1
467.0,Manchester United,2006-07,2007-03-22,0,MANU @ MEM,"35.103812, -89.964007",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,1,42,102,1
22.0,Manchester United,2006-07,2007-03-23,0,MANU @ NOK,"30.028164, -89.997933",-141.0,110.0,37,Left Side Center(LC),16-24 ft.,shot - 3,1,Mid Range,9,28,568,0
87.0,Manchester United,2006-07,2007-03-23,0,MANU @ NOK,"30.028164, -89.997933",220.0,104.0,44,Right Side Center(RC),24+ ft.,shot - 11,1,Penalty Spot,2,38,158,0
211.0,Manchester United,2006-07,2007-03-23,0,MANU @ NOK,"30.028164, -89.997933",166.0,72.0,38,Right Side(R),16-24 ft.,shot - 3,2,Mid Range,3,37,217,0
271.0,Manchester United,2006-07,2007-03-23,0,MANU @ NOK,"30.028164, -89.997933",-72.0,56.0,29,Left Side(L),8-16 ft.,shot - 52,3,Goal Line,10,36,636,1
279.0,Manchester United,2006-07,2007-03-23,0,MANU @ NOK,"30.028164, -89.997933",-135.0,209.0,44,Left Side Center(LC),24+ ft.,shot - 9,3,Penalty Spot,9,32,572,1
314.0,Manchester United,2006-07,2007-03-23,0,MANU @ NOK,"30.028164, -89.997933",8.0,48.0,24,Center(C),Less Than 8 ft.,shot - 3,3,Goal Line,5,30,330,1
321.0,Manchester United,2006-07,2007-03-23,0,MANU @ NOK,"30.028164, -89.997933",-222.0,2.0,42,Left Side(L),Unknown,shot - 3,3,Left Corner,4,55,295,1
384.0,Manchester United,2006-07,2007-03-23,0,MANU @ NOK,"30.028164, -89.997933",-192.0,7.0,39,Left Side(L),16-24 ft.,shot - 1,4,Mid Range,9,45,585,0
6.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",0.0,0.0,20,Center(C),Unknown,shot - 4,1,Goal Area,11,28,688,1
12.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",128.0,240.0,47,Right Side Center(RC),24+ ft.,shot - 36,1,Penalty Spot,10,40,640,1
17.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",20.0,49.0,25,Center(C),Unknown,shot - 3,1,Goal Line,9,56,596,1
,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",-33.0,28.0,24,Center(C),Less Than 8 ft.,shot - 22,1,Goal Line,7,9,429,0
64.0,Unknown,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,4,45,285,1
77.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",-153.0,-6.0,35,Left Side(L),8-16 ft.,shot - 40,1,Mid Range,3,11,191,1
260.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",125.0,114.0,36,Right Side Center(RC),16-24 ft.,shot - 3,2,Mid Range,0,36,36,1
302.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",172.0,23.0,37,Right Side(R),16-24 ft.,shot - 42,3,Mid Range,8,54,534,0
370.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",-36.0,230.0,43,Center(C),16-24 ft.,shot - 36,3,Mid Range,3,1,181,0
383.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",92.0,181.0,40,Right Side Center(RC),16-24 ft.,shot - 3,3,Mid Range,1,59,119,0
404.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",66.0,271.0,47,Center(C),24+ ft.,shot - 2,3,Penalty Spot,0,1,1,0
444.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",-25.0,268.0,46,Center(C),24+ ft.,shot - 36,4,Penalty Spot,7,57,477,1
449.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",74.0,222.0,43,Right Side Center(RC),16-24 ft.,shot - 44,4,Mid Range,7,14,434,1
510.0,Manchester United,2006-07,2007-03-25,0,MANU vs. GSW,"42.982923, -71.446094",115.0,247.0,47,Right Side Center(RC),24+ ft.,shot - 3,4,Penalty Spot,1,3,63,0
34.0,Manchester United,2006-07,2007-03-27,0,MANU vs. MEM,"42.982923, -71.446094",171.0,12.0,37,Right Side(R),16-24 ft.,shot - 3,1,Mid Range,8,25,505,0
42.0,Manchester United,2006-07,2007-03-27,0,MANU vs. MEM,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,7,48,468,0
185.0,Manchester United,2006-07,2007-03-27,0,MANU vs. MEM,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,6,18,378,0
,Manchester United,2006-07,2007-03-27,0,Unknown,"42.982923, -71.446094",-191.0,164.0,45,Left Side Center(LC),24+ ft.,shot - 15,2,Penalty Spot,5,36,336,1
262.0,Manchester United,2006-07,2007-03-27,0,MANU vs. MEM,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,3,Goal Area,9,52,592,0
